"po_id","item_id","supplier_id","quantity_ordered","unit_price","negotiated_price","currency","order_status","defective_units","compliance","payment_terms","order_date","current_stock","reorder_level","lead_time","item_name","item_category","brand","discontinued","supplier_name","country","preferred","rating","rate"
"PO-002315","ITM-00282","SPL-0035",719,"153.39","142.55","EUR","Cancelled",7,True,"Net 45","2022-07-14",0,152,13,"Item_282","Electronics","Brand_18",False,"Supplier_35","Mexico",True,4,"1.14"
"PO-002518","ITM-00282","SPL-0045",81,"190.51","186.56","INR","Cancelled",4,True,"Net 45","2022-10-01",0,152,13,"Item_282","Electronics","Brand_18",False,"Supplier_45","Germany",False,5,"0.01"
"PO-001939","ITM-00283","SPL-0069",384,"109.15","97.81","CNY","Partially Delivered",2,True,"Net 60","2022-02-15",53,175,9,"Item_283","Furniture","Brand_3",False,"Supplier_69","Mexico",False,3,"0.13"
"PO-003487","ITM-00283","SPL-0093",317,"302.81","298.02","MXN","Delivered",4,False,"Net 60","2023-10-23",53,175,9,"Item_283","Furniture","Brand_3",False,"Supplier_93","India",False,2,"0.05"
"PO-000682","ITM-00283","SPL-0029",641,"235.31","201.48","INR","Partially Delivered",9,True,"Net 30","2020-10-04",53,175,9,"Item_283","Furniture","Brand_3",False,"Supplier_29","China",False,1,"0.01"
"PO-000861","ITM-00283","SPL-0048",882,"234.49","222.17","CNY","Delivered",0,True,"Net 45","2020-12-16",53,175,9,"Item_283","Furniture","Brand_3",False,"Supplier_48","China",True,1,"0.13"
"PO-003623","ITM-00283","SPL-0090",64,"173.14","165.37","USD","Partially Delivered",0,True,"Net 60","2023-12-16",53,175,9,"Item_283","Furniture","Brand_3",False,"Supplier_90","Mexico",True,2,"1.00"
"PO-003466","ITM-00284","SPL-0098",175,"163.15","148.71","EUR","Pending",4,True,"Net 60","2023-10-15",964,166,27,"Item_284","Furniture","Brand_22",False,"Supplier_98","India",False,3,"1.14"
"PO-000958","ITM-00284","SPL-0063",975,"162.16","147.17","MXN","Cancelled",6,False,"Net 45","2021-01-23",964,166,27,"Item_284","Furniture","Brand_22",False,"Supplier_63","Canada",True,1,"0.05"
"PO-002923","ITM-00284","SPL-0027",145,"236.38","203.93","INR","Partially Delivered",6,True,"Net 45","2023-03-12",964,166,27,"Item_284","Furniture","Brand_22",False,"Supplier_27","USA",False,5,"0.01"
"PO-001908","ITM-00285","SPL-0052",741,"204.98","177.57","EUR","Delivered",0,True,"Net 45","2022-02-03",726,77,3,"Item_285","Office Supplies","Brand_21",False,"Supplier_52","USA",True,3,"1.14"
"PO-001191","ITM-00285","SPL-0057",979,"93.51","81.05","EUR","Cancelled",1,True,"Net 30","2021-04-27",726,77,3,"Item_285","Office Supplies","Brand_21",False,"Supplier_57","India",True,3,"1.14"
"PO-001202","ITM-00285","SPL-0063",966,"419.24","357.48","EUR","Pending",0,True,"Net 30","2021-05-01",726,77,3,"Item_285","Office Supplies","Brand_21",False,"Supplier_63","Canada",True,1,"1.14"
"PO-000699","ITM-00285","SPL-0072",832,"269.40","234.87","EUR","Partially Delivered",6,True,"Net 60","2020-10-11",726,77,3,"Item_285","Office Supplies","Brand_21",False,"Supplier_72","Germany",True,3,"1.14"
"PO-000840","ITM-00285","SPL-0092",506,"16.42","13.90","INR","Delivered",9,True,"Net 60","2020-12-08",726,77,3,"Item_285","Office Supplies","Brand_21",False,"Supplier_92","China",True,5,"0.01"
"PO-004489","ITM-00285","SPL-0007",198,"473.00","472.94","USD","Pending",0,True,"Net 45","2024-11-24",726,77,3,"Item_285","Office Supplies","Brand_21",False,"Supplier_7","Canada",True,3,"1.00"
"PO-000075","ITM-00286","SPL-0054",894,"321.19","309.94","INR","Cancelled",6,True,"Net 60","2020-01-31",88,64,14,"Item_286","Packaging","Brand_24",False,"Supplier_54","China",False,4,"0.01"
"PO-003409","ITM-00286","SPL-0008",240,"189.06","164.66","USD","Pending",1,True,"Net 45","2023-09-23",88,64,14,"Item_286","Packaging","Brand_24",False,"Supplier_8","India",True,2,"1.00"
"PO-001155","ITM-00286","SPL-0095",492,"142.95","124.88","CNY","Pending",3,True,"Net 30","2021-04-12",88,64,14,"Item_286","Packaging","Brand_24",False,"Supplier_95","Canada",False,2,"0.13"
"PO-004271","ITM-00286","SPL-0092",415,"268.95","233.90","EUR","Partially Delivered",2,False,"Net 30","2024-09-02",88,64,14,"Item_286","Packaging","Brand_24",False,"Supplier_92","China",True,5,"1.14"
"PO-004737","ITM-00287","SPL-0046",997,"354.33","349.54","USD","Delivered",7,True,"Net 45","2025-03-03",0,50,15,"Item_287","Furniture","Brand_31",False,"Supplier_46","USA",False,1,"1.00"
"PO-003474","ITM-00287","SPL-0039",843,"318.01","294.99","MXN","Delivered",8,True,"Net 60","2023-10-18",0,50,15,"Item_287","Furniture","Brand_31",False,"Supplier_39","Germany",True,1,"0.05"
"PO-002329","ITM-00287","SPL-0071",249,"125.40","118.78","INR","Pending",5,True,"Net 45","2022-07-20",0,50,15,"Item_287","Furniture","Brand_31",False,"Supplier_71","Germany",True,5,"0.01"
"PO-001589","ITM-00287","SPL-0050",147,"86.05","75.17","EUR","Pending",8,True,"Net 45","2021-10-03",0,50,15,"Item_287","Furniture","Brand_31",False,"Supplier_50","India",True,4,"1.14"
"PO-000532","ITM-00287","SPL-0010",278,"214.48","193.43","EUR","Partially Delivered",7,True,"Net 60","2020-08-03",0,50,15,"Item_287","Furniture","Brand_31",False,"Supplier_10","China",True,3,"1.14"
"PO-003383","ITM-00287","SPL-0094",174,"385.05","363.14","MXN","Cancelled",0,True,"Net 45","2023-09-13",0,50,15,"Item_287","Furniture","Brand_31",False,"Supplier_94","China",True,5,"0.05"
"PO-001236","ITM-00288","SPL-0092",379,"396.56","357.26","EUR","Delivered",2,True,"Net 60","2021-05-15",0,114,3,"Item_288","Packaging","Brand_9",False,"Supplier_92","China",True,5,"1.14"
"PO-002716","ITM-00288","SPL-0030",39,"278.28","256.33","CNY","Partially Delivered",0,True,"Net 60","2022-12-20",0,114,3,"Item_288","Packaging","Brand_9",False,"Supplier_30","India",False,3,"0.13"
"PO-003545","ITM-00289","SPL-0009",391,"212.45","206.72","INR","Partially Delivered",5,False,"Net 30","2023-11-14",303,166,11,"Item_289","Packaging","Brand_24",False,"Supplier_9","Germany",True,4,"0.01"
"PO-002189","ITM-00289","SPL-0033",204,"218.07","180.25","EUR","Pending",2,True,"Net 45","2022-05-25",303,166,11,"Item_289","Packaging","Brand_24",False,"Supplier_33","Mexico",False,2,"1.14"
"PO-003539","ITM-00289","SPL-0045",693,"262.81","232.74","MXN","Delivered",5,True,"Net 45","2023-11-12",303,166,11,"Item_289","Packaging","Brand_24",False,"Supplier_45","Germany",False,5,"0.05"
"PO-003587","ITM-00290","SPL-0075",102,"258.78","252.37","EUR","Cancelled",5,True,"Net 30","2023-12-02",0,166,27,"Item_290","Furniture","Brand_15",False,"Supplier_75","Canada",True,3,"1.14"
"PO-002458","ITM-00290","SPL-0053",271,"6.95","6.50","EUR","Partially Delivered",7,True,"Net 45","2022-09-08",0,166,27,"Item_290","Furniture","Brand_15",False,"Supplier_53","Canada",True,1,"1.14"
"PO-000690","ITM-00290","SPL-0089",931,"266.16","255.82","CNY","Delivered",2,True,"Net 45","2020-10-07",0,166,27,"Item_290","Furniture","Brand_15",False,"Supplier_89","China",True,1,"0.13"
"PO-001993","ITM-00290","SPL-0086",897,"114.75","99.77","INR","Delivered",6,True,"Net 60","2022-03-08",0,166,27,"Item_290","Furniture","Brand_15",False,"Supplier_86","Canada",True,4,"0.01"
"PO-004727","ITM-00291","SPL-0087",882,"218.52","203.21","INR","Delivered",5,True,"Net 60","2025-02-27",0,54,20,"Item_291","MRO","Brand_11",True,"Supplier_87","Mexico",True,2,"0.01"
"PO-000402","ITM-00291","SPL-0019",327,"437.21","414.73","CNY","Cancelled",3,True,"Net 45","2020-06-12",0,54,20,"Item_291","MRO","Brand_11",True,"Supplier_19","China",True,2,"0.13"
"PO-003771","ITM-00291","SPL-0037",381,"388.39","345.10","MXN","Cancelled",9,True,"Net 60","2024-02-15",0,54,20,"Item_291","MRO","Brand_11",True,"Supplier_37","India",True,1,"0.05"
"PO-000027","ITM-00292","SPL-0085",605,"455.35","372.27","EUR","Delivered",9,False,"Net 60","2020-01-11",0,190,15,"Item_292","Furniture","Brand_3",False,"Supplier_85","India",True,2,"1.14"
"PO-004707","ITM-00292","SPL-0026",797,"434.44","413.78","EUR","Cancelled",9,True,"Net 30","2025-02-19",0,190,15,"Item_292","Furniture","Brand_3",False,"Supplier_26","USA",True,5,"1.14"
"PO-000442","ITM-00292","SPL-0089",873,"339.94","331.73","INR","Partially Delivered",9,True,"Net 45","2020-06-28",0,190,15,"Item_292","Furniture","Brand_3",False,"Supplier_89","China",True,1,"0.01"
"PO-002443","ITM-00292","SPL-0036",869,"75.51","66.92","EUR","Delivered",0,True,"Net 45","2022-09-02",0,190,15,"Item_292","Furniture","Brand_3",False,"Supplier_36","India",True,4,"1.14"
"PO-003113","ITM-00292","SPL-0092",66,"315.91","278.36","USD","Delivered",9,True,"Net 60","2023-05-28",0,190,15,"Item_292","Furniture","Brand_3",False,"Supplier_92","China",True,5,"1.00"
"PO-003776","ITM-00292","SPL-0023",648,"156.82","144.28","CNY","Delivered",6,False,"Net 30","2024-02-17",0,190,15,"Item_292","Furniture","Brand_3",False,"Supplier_23","USA",True,2,"0.13"
"PO-001885","ITM-00292","SPL-0036",850,"172.24","159.29","MXN","Delivered",1,True,"Net 30","2022-01-26",0,190,15,"Item_292","Furniture","Brand_3",False,"Supplier_36","India",True,4,"0.05"
"PO-000484","ITM-00292","SPL-0006",590,"406.44","356.87","MXN","Pending",3,True,"Net 60","2020-07-15",0,190,15,"Item_292","Furniture","Brand_3",False,"Supplier_6","Germany",False,1,"0.05"
"PO-003211","ITM-00293","SPL-0062",245,"270.02","247.83","EUR","Cancelled",3,True,"Net 45","2023-07-04",501,192,19,"Item_293","Packaging","Brand_5",False,"Supplier_62","Canada",True,2,"1.14"
"PO-001884","ITM-00294","SPL-0015",576,"388.68","340.64","INR","Pending",0,True,"Net 60","2022-01-25",0,101,21,"Item_294","Electronics","Brand_39",False,"Supplier_15","USA",False,5,"0.01"
"PO-002296","ITM-00294","SPL-0075",929,"350.26","342.11","EUR","Partially Delivered",2,True,"Net 60","2022-07-06",0,101,21,"Item_294","Electronics","Brand_39",False,"Supplier_75","Canada",True,3,"1.14"
"PO-003107","ITM-00294","SPL-0034",811,"190.41","176.00","MXN","Cancelled",2,True,"Net 30","2023-05-25",0,101,21,"Item_294","Electronics","Brand_39",False,"Supplier_34","USA",False,1,"0.05"
"PO-004787","ITM-00295","SPL-0059",350,"182.16","151.75","MXN","Pending",5,True,"Net 45","2025-03-24",0,146,26,"Item_295","MRO","Brand_2",False,"Supplier_59","USA",False,2,"0.05"
"PO-004521","ITM-00295","SPL-0037",145,"358.30","311.06","EUR","Partially Delivered",7,True,"Net 30","2024-12-06",0,146,26,"Item_295","MRO","Brand_2",False,"Supplier_37","India",True,1,"1.14"
"PO-000697","ITM-00295","SPL-0079",438,"253.18","230.71","USD","Pending",7,True,"Net 30","2020-10-10",0,146,26,"Item_295","MRO","Brand_2",False,"Supplier_79","Germany",True,3,"1.00"
"PO-004732","ITM-00295","SPL-0095",731,"390.76","345.30","INR","Partially Delivered",6,True,"Net 45","2025-03-01",0,146,26,"Item_295","MRO","Brand_2",False,"Supplier_95","Canada",False,2,"0.01"
"PO-002035","ITM-00295","SPL-0057",725,"37.68","36.96","USD","Pending",2,True,"Net 45","2022-03-24",0,146,26,"Item_295","MRO","Brand_2",False,"Supplier_57","India",True,3,"1.00"
"PO-001789","ITM-00296","SPL-0074",135,"399.26","343.31","MXN","Delivered",6,True,"Net 60","2021-12-20",0,76,7,"Item_296","Office Supplies","Brand_36",False,"Supplier_74","Mexico",True,1,"0.05"
"PO-003566","ITM-00296","SPL-0093",934,"214.65","176.98","USD","Pending",4,True,"Net 60","2023-11-23",0,76,7,"Item_296","Office Supplies","Brand_36",False,"Supplier_93","India",False,2,"1.00"
"PO-004161","ITM-00296","SPL-0099",507,"360.88","314.19","EUR","Delivered",0,True,"Net 45","2024-07-20",0,76,7,"Item_296","Office Supplies","Brand_36",False,"Supplier_99","India",True,2,"1.14"
"PO-000608","ITM-00296","SPL-0097",822,"39.13","36.88","CNY","Pending",5,True,"Net 45","2020-09-05",0,76,7,"Item_296","Office Supplies","Brand_36",False,"Supplier_97","Germany",True,2,"0.13"
"PO-000999","ITM-00296","SPL-0099",951,"415.18","410.68","INR","Cancelled",3,True,"Net 30","2021-02-07",0,76,7,"Item_296","Office Supplies","Brand_36",False,"Supplier_99","India",True,2,"0.01"
"PO-001695","ITM-00296","SPL-0075",917,"426.79","368.54","CNY","Partially Delivered",8,True,"Net 30","2021-11-15",0,76,7,"Item_296","Office Supplies","Brand_36",False,"Supplier_75","Canada",True,3,"0.13"
"PO-003961","ITM-00296","SPL-0082",461,"398.67","387.46","USD","Delivered",7,True,"Net 30","2024-05-03",0,76,7,"Item_296","Office Supplies","Brand_36",False,"Supplier_82","Germany",True,2,"1.00"
"PO-001225","ITM-00296","SPL-0074",545,"62.70","62.03","MXN","Pending",6,True,"Net 60","2021-05-10",0,76,7,"Item_296","Office Supplies","Brand_36",False,"Supplier_74","Mexico",True,1,"0.05"
"PO-004481","ITM-00297","SPL-0014",857,"236.57","233.83","EUR","Delivered",9,False,"Net 60","2024-11-20",0,72,18,"Item_297","Furniture","Brand_44",False,"Supplier_14","Canada",True,3,"1.14"
"PO-004304","ITM-00297","SPL-0021",371,"446.98","386.26","MXN","Partially Delivered",1,True,"Net 30","2024-09-14",0,72,18,"Item_297","Furniture","Brand_44",False,"Supplier_21","Germany",False,1,"0.05"
"PO-003550","ITM-00297","SPL-0062",496,"441.67","358.68","USD","Delivered",8,True,"Net 45","2023-11-16",0,72,18,"Item_297","Furniture","Brand_44",False,"Supplier_62","Canada",True,2,"1.00"
"PO-001858","ITM-00297","SPL-0039",123,"351.02","345.37","CNY","Pending",6,True,"Net 45","2022-01-14",0,72,18,"Item_297","Furniture","Brand_44",False,"Supplier_39","Germany",True,1,"0.13"
"PO-001816","ITM-00297","SPL-0091",787,"499.89","453.66","USD","Cancelled",2,True,"Net 30","2021-12-30",0,72,18,"Item_297","Furniture","Brand_44",False,"Supplier_91","India",True,1,"1.00"
"PO-000241","ITM-00297","SPL-0048",229,"237.95","217.00","MXN","Pending",4,True,"Net 30","2020-04-09",0,72,18,"Item_297","Furniture","Brand_44",False,"Supplier_48","China",True,1,"0.05"
"PO-003736","ITM-00297","SPL-0008",218,"69.45","64.51","MXN","Partially Delivered",2,True,"Net 45","2024-02-02",0,72,18,"Item_297","Furniture","Brand_44",False,"Supplier_8","India",True,2,"0.05"
"PO-003851","ITM-00298","SPL-0092",265,"349.17","330.45","USD","Pending",2,True,"Net 45","2024-03-19",294,124,4,"Item_298","MRO","Brand_43",False,"Supplier_92","China",True,5,"1.00"
"PO-003292","ITM-00298","SPL-0090",46,"409.23","333.16","CNY","Cancelled",7,True,"Net 45","2023-08-09",294,124,4,"Item_298","MRO","Brand_43",False,"Supplier_90","Mexico",True,2,"0.13"
"PO-001535","ITM-00298","SPL-0045",571,"176.39","141.80","EUR","Cancelled",1,True,"Net 60","2021-09-11",294,124,4,"Item_298","MRO","Brand_43",False,"Supplier_45","Germany",False,5,"1.14"
"PO-000434","ITM-00298","SPL-0086",129,"170.48","164.25","USD","Partially Delivered",8,True,"Net 30","2020-06-25",294,124,4,"Item_298","MRO","Brand_43",False,"Supplier_86","Canada",True,4,"1.00"
"PO-003328","ITM-00298","SPL-0089",703,"26.32","21.58","CNY","Partially Delivered",7,True,"Net 60","2023-08-22",294,124,4,"Item_298","MRO","Brand_43",False,"Supplier_89","China",True,1,"0.13"
"PO-001702","ITM-00298","SPL-0064",40,"189.66","187.40","EUR","Cancelled",6,True,"Net 60","2021-11-17",294,124,4,"Item_298","MRO","Brand_43",False,"Supplier_64","Mexico",False,2,"1.14"
"PO-001584","ITM-00299","SPL-0010",295,"131.51","124.62","CNY","Delivered",8,True,"Net 45","2021-10-01",504,55,20,"Item_299","Packaging","Brand_50",False,"Supplier_10","China",True,3,"0.13"
"PO-001711","ITM-00299","SPL-0039",645,"6.72","5.60","EUR","Pending",2,False,"Net 60","2021-11-20",504,55,20,"Item_299","Packaging","Brand_50",False,"Supplier_39","Germany",True,1,"1.14"
"PO-002421","ITM-00299","SPL-0018",663,"479.48","384.65","INR","Pending",3,True,"Net 45","2022-08-25",504,55,20,"Item_299","Packaging","Brand_50",False,"Supplier_18","Canada",False,1,"0.01"
"PO-002432","ITM-00299","SPL-0064",16,"163.56","134.33","USD","Partially Delivered",6,True,"Net 45","2022-08-29",504,55,20,"Item_299","Packaging","Brand_50",False,"Supplier_64","Mexico",False,2,"1.00"
"PO-004542","ITM-00299","SPL-0060",696,"300.02","245.70","CNY","Cancelled",6,True,"Net 45","2024-12-14",504,55,20,"Item_299","Packaging","Brand_50",False,"Supplier_60","USA",False,2,"0.13"
"PO-000009","ITM-00299","SPL-0038",540,"404.48","351.39","CNY","Cancelled",6,True,"Net 45","2020-01-03",504,55,20,"Item_299","Packaging","Brand_50",False,"Supplier_38","India",False,4,"0.13"
"PO-003995","ITM-00299","SPL-0075",531,"300.14","288.14","MXN","Delivered",4,True,"Net 45","2024-05-16",504,55,20,"Item_299","Packaging","Brand_50",False,"Supplier_75","Canada",True,3,"0.05"
"PO-000973","ITM-00300","SPL-0077",657,"39.79","33.77","USD","Delivered",5,True,"Net 60","2021-01-28",0,134,20,"Item_300","Packaging","Brand_13",True,"Supplier_77","China",True,3,"1.00"
"PO-002184","ITM-00300","SPL-0007",480,"332.02","287.87","EUR","Delivered",8,True,"Net 60","2022-05-23",0,134,20,"Item_300","Packaging","Brand_13",True,"Supplier_7","Canada",True,3,"1.14"
"PO-002343","ITM-00300","SPL-0041",209,"188.26","171.87","USD","Partially Delivered",0,True,"Net 60","2022-07-26",0,134,20,"Item_300","Packaging","Brand_13",True,"Supplier_41","Germany",True,2,"1.00"
"PO-002898","ITM-00301","SPL-0096",355,"132.43","106.16","CNY","Cancelled",9,True,"Net 60","2023-03-03",29,199,29,"Item_301","Furniture","Brand_36",False,"Supplier_96","India",True,2,"0.13"
"PO-003836","ITM-00301","SPL-0058",735,"428.93","384.48","MXN","Partially Delivered",1,True,"Net 45","2024-03-13",29,199,29,"Item_301","Furniture","Brand_36",False,"Supplier_58","Mexico",False,1,"0.05"
"PO-001694","ITM-00301","SPL-0002",361,"43.08","41.43","USD","Cancelled",3,True,"Net 60","2021-11-14",29,199,29,"Item_301","Furniture","Brand_36",False,"Supplier_2","China",True,5,"1.00"
"PO-004597","ITM-00301","SPL-0072",258,"222.47","182.48","MXN","Cancelled",8,True,"Net 30","2025-01-04",29,199,29,"Item_301","Furniture","Brand_36",False,"Supplier_72","Germany",True,3,"0.05"
"PO-000632","ITM-00301","SPL-0055",925,"417.79","384.78","MXN","Delivered",5,False,"Net 30","2020-09-14",29,199,29,"Item_301","Furniture","Brand_36",False,"Supplier_55","India",False,3,"0.05"
"PO-001381","ITM-00302","SPL-0021",286,"153.14","132.15","EUR","Pending",0,True,"Net 60","2021-07-11",672,131,11,"Item_302","Furniture","Brand_18",False,"Supplier_21","Germany",False,1,"1.14"
"PO-003849","ITM-00302","SPL-0088",549,"459.06","449.86","MXN","Cancelled",5,True,"Net 45","2024-03-18",672,131,11,"Item_302","Furniture","Brand_18",False,"Supplier_88","Germany",True,5,"0.05"
"PO-002490","ITM-00302","SPL-0094",798,"154.63","144.04","MXN","Partially Delivered",0,True,"Net 30","2022-09-21",672,131,11,"Item_302","Furniture","Brand_18",False,"Supplier_94","China",True,5,"0.05"
"PO-003732","ITM-00302","SPL-0021",971,"355.49","287.22","CNY","Pending",2,True,"Net 30","2024-01-31",672,131,11,"Item_302","Furniture","Brand_18",False,"Supplier_21","Germany",False,1,"0.13"
"PO-001685","ITM-00303","SPL-0091",834,"190.54","161.62","USD","Delivered",1,True,"Net 45","2021-11-11",0,124,8,"Item_303","Office Supplies","Brand_46",False,"Supplier_91","India",True,1,"1.00"
"PO-003714","ITM-00303","SPL-0049",672,"496.65","403.21","INR","Cancelled",0,True,"Net 60","2024-01-24",0,124,8,"Item_303","Office Supplies","Brand_46",False,"Supplier_49","USA",False,2,"0.01"
"PO-002069","ITM-00303","SPL-0100",534,"261.04","224.29","USD","Pending",8,True,"Net 60","2022-04-06",0,124,8,"Item_303","Office Supplies","Brand_46",False,"Supplier_100","Canada",False,2,"1.00"
"PO-003826","ITM-00304","SPL-0091",819,"197.03","177.70","CNY","Pending",6,True,"Net 30","2024-03-09",868,174,26,"Item_304","Office Supplies","Brand_50",False,"Supplier_91","India",True,1,"0.13"
"PO-001550","ITM-00304","SPL-0012",860,"205.43","196.92","CNY","Partially Delivered",3,True,"Net 45","2021-09-17",868,174,26,"Item_304","Office Supplies","Brand_50",False,"Supplier_12","Germany",True,2,"0.13"
"PO-002185","ITM-00304","SPL-0072",856,"115.96","107.43","INR","Cancelled",2,False,"Net 30","2022-05-23",868,174,26,"Item_304","Office Supplies","Brand_50",False,"Supplier_72","Germany",True,3,"0.01"
"PO-002723","ITM-00304","SPL-0076",41,"302.37","245.17","EUR","Cancelled",7,True,"Net 45","2022-12-23",868,174,26,"Item_304","Office Supplies","Brand_50",False,"Supplier_76","USA",False,1,"1.14"
"PO-001651","ITM-00304","SPL-0029",939,"223.67","193.81","EUR","Cancelled",4,True,"Net 30","2021-10-28",868,174,26,"Item_304","Office Supplies","Brand_50",False,"Supplier_29","China",False,1,"1.14"
"PO-000798","ITM-00304","SPL-0093",64,"370.40","351.51","INR","Delivered",6,True,"Net 30","2020-11-20",868,174,26,"Item_304","Office Supplies","Brand_50",False,"Supplier_93","India",False,2,"0.01"
"PO-003405","ITM-00304","SPL-0031",841,"288.72","264.38","CNY","Partially Delivered",0,True,"Net 60","2023-09-22",868,174,26,"Item_304","Office Supplies","Brand_50",False,"Supplier_31","Germany",True,1,"0.13"
"PO-000612","ITM-00304","SPL-0006",19,"301.50","296.67","EUR","Delivered",6,True,"Net 45","2020-09-06",868,174,26,"Item_304","Office Supplies","Brand_50",False,"Supplier_6","Germany",False,1,"1.14"
"PO-000920","ITM-00304","SPL-0062",853,"244.26","241.09","MXN","Partially Delivered",6,True,"Net 45","2021-01-08",868,174,26,"Item_304","Office Supplies","Brand_50",False,"Supplier_62","Canada",True,2,"0.05"
"PO-000550","ITM-00305","SPL-0002",660,"496.98","455.74","USD","Partially Delivered",1,True,"Net 60","2020-08-11",0,143,17,"Item_305","MRO","Brand_10",False,"Supplier_2","China",True,5,"1.00"
"PO-003146","ITM-00305","SPL-0023",236,"27.33","25.25","MXN","Pending",2,True,"Net 45","2023-06-10",0,143,17,"Item_305","MRO","Brand_10",False,"Supplier_23","USA",True,2,"0.05"
"PO-001653","ITM-00306","SPL-0011",457,"362.47","337.08","CNY","Pending",7,True,"Net 30","2021-10-29",4,61,11,"Item_306","Electronics","Brand_11",False,"Supplier_11","India",False,2,"0.13"
"PO-004650","ITM-00306","SPL-0087",573,"42.43","40.09","USD","Pending",2,True,"Net 60","2025-01-25",4,61,11,"Item_306","Electronics","Brand_11",False,"Supplier_87","Mexico",True,2,"1.00"
"PO-002405","ITM-00306","SPL-0008",523,"319.11","308.26","MXN","Delivered",9,True,"Net 30","2022-08-18",4,61,11,"Item_306","Electronics","Brand_11",False,"Supplier_8","India",True,2,"0.05"
"PO-003693","ITM-00306","SPL-0008",953,"174.59","164.85","CNY","Cancelled",9,True,"Net 30","2024-01-16",4,61,11,"Item_306","Electronics","Brand_11",False,"Supplier_8","India",True,2,"0.13"
"PO-003343","ITM-00307","SPL-0056",762,"98.91","94.40","INR","Cancelled",7,True,"Net 60","2023-08-28",0,66,14,"Item_307","Furniture","Brand_20",False,"Supplier_56","China",False,5,"0.01"
"PO-004677","ITM-00307","SPL-0075",372,"242.39","238.00","EUR","Delivered",8,True,"Net 60","2025-02-06",0,66,14,"Item_307","Furniture","Brand_20",False,"Supplier_75","Canada",True,3,"1.14"
"PO-003306","ITM-00307","SPL-0085",303,"44.91","37.29","EUR","Pending",2,True,"Net 60","2023-08-14",0,66,14,"Item_307","Furniture","Brand_20",False,"Supplier_85","India",True,2,"1.14"
"PO-004189","ITM-00308","SPL-0099",352,"194.30","173.39","USD","Pending",5,True,"Net 60","2024-07-31",0,51,23,"Item_308","Packaging","Brand_1",False,"Supplier_99","India",True,2,"1.00"
"PO-001006","ITM-00308","SPL-0067",457,"380.33","353.79","CNY","Cancelled",6,True,"Net 45","2021-02-10",0,51,23,"Item_308","Packaging","Brand_1",False,"Supplier_67","Canada",False,4,"0.13"
"PO-002456","ITM-00309","SPL-0052",107,"384.86","321.66","EUR","Partially Delivered",1,True,"Net 60","2022-09-07",0,56,14,"Item_309","MRO","Brand_30",False,"Supplier_52","USA",True,3,"1.14"
"PO-001056","ITM-00310","SPL-0040",996,"31.52","31.18","CNY","Partially Delivered",7,True,"Net 45","2021-03-03",627,127,16,"Item_310","Packaging","Brand_15",True,"Supplier_40","Canada",True,5,"0.13"
"PO-001605","ITM-00310","SPL-0051",134,"465.65","373.80","CNY","Partially Delivered",1,True,"Net 45","2021-10-10",627,127,16,"Item_310","Packaging","Brand_15",True,"Supplier_51","Mexico",False,1,"0.13"
"PO-004306","ITM-00310","SPL-0041",424,"43.78","42.72","USD","Delivered",2,True,"Net 45","2024-09-15",627,127,16,"Item_310","Packaging","Brand_15",True,"Supplier_41","Germany",True,2,"1.00"
"PO-004498","ITM-00310","SPL-0084",911,"36.45","31.83","CNY","Partially Delivered",8,True,"Net 30","2024-11-27",627,127,16,"Item_310","Packaging","Brand_15",True,"Supplier_84","China",False,3,"0.13"
"PO-000801","ITM-00310","SPL-0046",240,"372.15","299.09","MXN","Partially Delivered",6,True,"Net 30","2020-11-21",627,127,16,"Item_310","Packaging","Brand_15",True,"Supplier_46","USA",False,1,"0.05"
"PO-000602","ITM-00310","SPL-0093",291,"92.28","88.87","MXN","Cancelled",0,True,"Net 60","2020-09-02",627,127,16,"Item_310","Packaging","Brand_15",True,"Supplier_93","India",False,2,"0.05"
"PO-002123","ITM-00311","SPL-0063",762,"258.01","254.38","MXN","Pending",4,True,"Net 60","2022-04-29",964,149,16,"Item_311","Furniture","Brand_7",False,"Supplier_63","Canada",True,1,"0.05"
"PO-004273","ITM-00311","SPL-0061",424,"312.05","303.33","CNY","Pending",1,True,"Net 30","2024-09-03",964,149,16,"Item_311","Furniture","Brand_7",False,"Supplier_61","India",True,4,"0.13"
"PO-000439","ITM-00311","SPL-0085",558,"74.21","61.94","CNY","Partially Delivered",5,True,"Net 30","2020-06-27",964,149,16,"Item_311","Furniture","Brand_7",False,"Supplier_85","India",True,2,"0.13"
"PO-001542","ITM-00311","SPL-0013",157,"331.31","275.77","USD","Delivered",4,True,"Net 45","2021-09-14",964,149,16,"Item_311","Furniture","Brand_7",False,"Supplier_13","China",False,1,"1.00"
"PO-000221","ITM-00311","SPL-0025",209,"347.21","314.50","EUR","Delivered",0,True,"Net 45","2020-03-31",964,149,16,"Item_311","Furniture","Brand_7",False,"Supplier_25","Canada",False,1,"1.14"
"PO-004815","ITM-00311","SPL-0038",879,"363.68","319.61","CNY","Delivered",6,True,"Net 45","2025-04-04",964,149,16,"Item_311","Furniture","Brand_7",False,"Supplier_38","India",False,4,"0.13"
"PO-004926","ITM-00311","SPL-0084",519,"10.06","9.12","USD","Pending",5,False,"Net 45","2025-05-21",964,149,16,"Item_311","Furniture","Brand_7",False,"Supplier_84","China",False,3,"1.00"
