PO_ID,Item_ID,Supplier_ID,Quantity_Ordered,Unit_Price,Negotiated_Price,Currency,Order_Status,Defective_Units,Compliance,Payment_Terms,Order_Date
PO-001295,ITM-00872,SPL-0062,259,109.2,107.21,USD,Partially Delivered,2,Yes,Net 45,6/7/2021
PO-001296,ITM-00812,SPL-0049,573,376.61,372.88,CNY,Delivered,2,Yes,Net 45,6/7/2021
PO-001296,ITM-00812,SPL-0049,573,376.61,372.88,CNY,Delivered,2,Yes,Net 45,6/8/2021
PO-001297,ITM-00033,SPL-0067,82,19.32,16.67,CNY,Pending,5,Yes,Net 45,6/8/2021
PO-001298,ITM-00876,SPL-0039,468,446.63,432.42,EUR,Pending,2,Yes,Net 60,6/8/2021
PO-001299,ITM-00994,SPL-0043,926,313.84,251.38,CNY,Pending,5,Yes,Net 60,6/9/2021
PO-001300,ITM-00019,SPL-0037,287,157.85,152.33,EUR,Cancelled,7,Yes,Net 60,6/9/2021
PO-001301,ITM-00115,SPL-0073,701,415.25,406.88,USD,Pending,8,Yes,Net 60,6/9/2021
PO-001302,ITM-00773,SPL-0027,969,349.07,315,CNY,Pending,3,Yes,Net 45,6/10/2021
PO-001303,ITM-00174,SPL-0003,705,341.59,299.08,USD,Cancelled,0,Yes,Net 45,6/10/2021
PO-001304,ITM-00105,SPL-0100,413,372.48,356.18,EUR,Cancelled,3,Yes,Net 30,6/10/2021
PO-001305,ITM-00558,SPL-0045,383,92.08,85.92,INR,Cancelled,1,Yes,Net 60,6/11/2021
PO-001306,ITM-00619,SPL-0023,785,362.71,294.19,INR,Cancelled,2,Yes,Net 45,6/11/2021
PO-001306,ITM-00619,SPL-0023,785,362.71,294.19,INR,Cancelled,2,Yes,Net 45,6/11/2021
PO-001307,ITM-00320,SPL-0060,470,363.83,328.88,EUR,Pending,6,Yes,Net 60,6/12/2021
PO-001308,ITM-00825,SPL-0069,411,253.96,211.12,MXN,Pending,5,Yes,Net 60,6/12/2021
PO-001309,ITM-00351,SPL-0083,939,208.73,185.51,EUR,Partially Delivered,8,Yes,Net 45,6/12/2021
PO-001310,ITM-00268,SPL-0068,829,186.71,160.61,EUR,Pending,7,Yes,Net 60,6/13/2021
PO-001311,ITM-00899,SPL-0032,437,24.52,22.49,EUR,Cancelled,4,Yes,Net 45,6/13/2021
PO-001312,ITM-00646,SPL-0079,253,434.11,380.07,MXN,Pending,4,Yes,Net 60,6/13/2021
PO-001313,ITM-00230,SPL-0053,54,44.09,42.3,MXN,Partially Delivered,4,Yes,Net 60,6/14/2021
PO-001314,ITM-00002,SPL-0038,516,180,179.68,MXN,Partially Delivered,3,Yes,Net 45,6/14/2021
PO-001315,ITM-00328,SPL-0090,442,135.43,125.01,USD,Partially Delivered,6,Yes,Net 45,6/14/2021
PO-001316,ITM-00679,SPL-0006,838,381.25,324.87,CNY,Pending,2,Yes,Net 30,6/15/2021
PO-001317,ITM-00181,SPL-0099,596,151.58,123.85,EUR,Delivered,5,No,Net 45,6/15/2021
PO-001318,ITM-00003,SPL-0055,257,460.96,377.34,INR,Partially Delivered,8,Yes,Net 45,6/15/2021
PO-001319,ITM-00514,SPL-0016,214,445.02,407.13,INR,Cancelled,4,No,Net 45,6/16/2021
PO-001320,ITM-00065,SPL-0007,975,154.53,154.19,USD,Cancelled,1,Yes,Net 45,6/16/2021
PO-001321,ITM-00750,SPL-0020,393,411.03,339.55,USD,Delivered,1,Yes,Net 60,6/16/2021
PO-001322,ITM-00542,SPL-0007,289,372.24,337.61,INR,Partially Delivered,5,Yes,Net 45,6/17/2021
PO-001322,ITM-00542,SPL-0007,289,372.24,337.61,INR,Partially Delivered,5,Yes,Net 45,6/17/2021
PO-001323,ITM-00137,SPL-0060,163,457.44,431.15,USD,Pending,0,Yes,Net 60,6/17/2021
PO-001323,ITM-00137,SPL-0060,163,457.44,431.15,USD,Pending,0,Yes,Net 60,6/18/2021
PO-001324,ITM-00988,SPL-0072,870,474.73,417.64,USD,Pending,8,Yes,Net 60,6/18/2021
PO-001324,ITM-00988,SPL-0072,870,474.73,417.64,USD,Pending,8,Yes,Net 60,6/18/2021
PO-001325,ITM-00007,SPL-0074,676,243.33,202.05,CNY,Partially Delivered,1,Yes,Net 45,6/19/2021
PO-001326,ITM-00464,SPL-0098,338,422.33,407.13,MXN,Cancelled,2,Yes,Net 45,6/19/2021
PO-001327,ITM-00905,SPL-0084,130,327.88,295.47,EUR,Delivered,1,Yes,Net 45,6/19/2021
PO-001328,ITM-00215,SPL-0011,816,476.44,448.86,CNY,Cancelled,9,Yes,Net 30,6/20/2021
PO-001329,ITM-00480,SPL-0050,114,425.36,352.5,EUR,Delivered,9,No,Net 60,6/20/2021
PO-001330,ITM-00455,SPL-0086,830,299.93,254.35,EUR,Cancelled,7,Yes,Net 30,6/20/2021
PO-001331,ITM-00888,SPL-0044,246,449.63,420.02,EUR,Delivered,5,Yes,Net 60,6/21/2021
PO-001331,ITM-00888,SPL-0044,246,449.63,420.02,EUR,Delivered,5,Yes,Net 60,6/21/2021
PO-001332,ITM-00652,SPL-0097,113,306.51,298.3,EUR,Cancelled,5,Yes,Net 45,6/21/2021
PO-001333,ITM-00131,SPL-0010,731,302.93,274.01,INR,Partially Delivered,5,Yes,Net 45,6/22/2021
PO-001334,ITM-00503,SPL-0052,735,281.77,247.62,EUR,Cancelled,4,Yes,Net 60,6/22/2021
PO-001335,ITM-00632,SPL-0092,95,262.87,233.29,CNY,Delivered,1,Yes,Net 60,6/22/2021
PO-001336,ITM-00124,SPL-0094,621,119.26,96.81,EUR,Pending,6,Yes,Net 60,6/23/2021
PO-001336,ITM-00124,SPL-0094,621,119.26,96.81,EUR,Pending,6,Yes,Net 60,6/23/2021
PO-001337,ITM-00880,SPL-0021,425,12.09,11.92,INR,Pending,4,Yes,Net 45,6/23/2021
PO-001338,ITM-00375,SPL-0097,767,46.62,38.1,USD,Partially Delivered,7,Yes,Net 60,6/24/2021
PO-001339,ITM-00329,SPL-0031,40,188,177.39,MXN,Pending,5,No,Net 45,6/24/2021
PO-001339,ITM-00329,SPL-0031,40,188,177.39,MXN,Pending,5,No,Net 45,6/24/2021
PO-001340,ITM-00375,SPL-0073,857,25.51,23.4,CNY,Pending,3,Yes,Net 45,6/25/2021
PO-001341,ITM-00693,SPL-0072,132,143.21,141.69,CNY,Delivered,5,Yes,Net 45,6/25/2021
PO-001341,ITM-00693,SPL-0072,132,143.21,141.69,CNY,Delivered,5,Yes,Net 45,6/25/2021
PO-001342,ITM-00623,SPL-0011,205,425.1,372.03,MXN,Cancelled,8,Yes,Net 60,6/26/2021
PO-001343,ITM-00938,SPL-0038,380,471.03,463.19,USD,Partially Delivered,7,Yes,Net 60,6/26/2021
PO-001344,ITM-00525,SPL-0061,739,223.54,193.86,CNY,Cancelled,6,Yes,Net 60,6/26/2021
PO-001345,ITM-00619,SPL-0064,442,158.77,141.34,EUR,Partially Delivered,9,Yes,Net 45,6/27/2021
PO-001345,ITM-00619,SPL-0064,442,158.77,141.34,EUR,Partially Delivered,9,Yes,Net 45,6/27/2021
PO-001346,ITM-00539,SPL-0010,579,422.03,399.01,USD,Cancelled,8,Yes,Net 30,6/27/2021
PO-001346,ITM-00539,SPL-0010,579,422.03,399.01,USD,Cancelled,8,Yes,Net 30,6/28/2021
PO-001347,ITM-00707,SPL-0033,255,14.4,14.1,INR,Pending,7,Yes,Net 45,6/28/2021
PO-001348,ITM-00535,SPL-0034,714,498.47,412.14,MXN,Delivered,5,Yes,Net 45,6/28/2021
PO-001349,ITM-00182,SPL-0075,672,6.31,5.57,MXN,Delivered,4,Yes,Net 45,6/28/2021
PO-001350,ITM-00643,SPL-0100,320,241.15,217.19,USD,Partially Delivered,9,Yes,Net 45,6/29/2021
PO-001351,ITM-00392,SPL-0071,912,413.07,335.01,INR,Partially Delivered,2,Yes,Net 30,6/29/2021
PO-001352,ITM-00985,SPL-0068,655,147.81,140.32,EUR,Partially Delivered,5,Yes,Net 45,6/29/2021
PO-001352,ITM-00985,SPL-0068,655,147.81,140.32,EUR,Partially Delivered,5,Yes,Net 45,6/30/2021
PO-001353,ITM-00336,SPL-0009,271,325.97,287.6,CNY,Delivered,4,Yes,Net 30,6/30/2021
PO-001354,ITM-00948,SPL-0004,214,272.66,232.17,CNY,Pending,9,Yes,Net 30,6/30/2021
PO-001355,ITM-00069,SPL-0037,683,442.05,401.73,INR,Cancelled,8,No,Net 30,7/1/2021
PO-001356,ITM-00471,SPL-0081,160,210.67,193.7,EUR,Cancelled,4,Yes,Net 45,7/1/2021
PO-001357,ITM-00551,SPL-0048,956,449.43,387.59,CNY,Cancelled,5,Yes,Net 45,7/1/2021
PO-001358,ITM-00281,SPL-0064,465,475.21,444.74,USD,Pending,3,Yes,Net 45,7/2/2021
PO-001359,ITM-00976,SPL-0011,223,471.05,425.54,INR,Delivered,3,Yes,Net 45,7/2/2021
PO-001360,ITM-00071,SPL-0088,848,465.77,405.22,INR,Partially Delivered,6,Yes,Net 45,7/2/2021
PO-001361,ITM-00395,SPL-0080,169,76.81,67.28,MXN,Delivered,1,Yes,Net 45,7/3/2021
PO-001361,ITM-00395,SPL-0080,169,76.81,67.28,MXN,Delivered,1,Yes,Net 45,7/3/2021
PO-001362,ITM-00593,SPL-0014,492,101.47,89.75,EUR,Cancelled,4,Yes,Net 60,7/3/2021
PO-001363,ITM-00872,SPL-0085,556,137.38,115.01,CNY,Pending,6,No,Net 30,7/4/2021
PO-001363,ITM-00872,SPL-0085,556,137.38,115.01,CNY,Pending,6,No,Net 30,7/4/2021
PO-001364,ITM-00910,SPL-0076,902,149.43,137.59,CNY,Delivered,2,Yes,Net 45,7/4/2021
PO-001365,ITM-00832,SPL-0027,96,144.74,118.53,EUR,Cancelled,2,Yes,Net 45,7/5/2021
PO-001366,ITM-00136,SPL-0047,196,116.37,105.38,MXN,Pending,3,Yes,Net 30,7/5/2021
PO-001367,ITM-00327,SPL-0054,360,71.88,65.25,USD,Cancelled,3,Yes,Net 60,7/5/2021
PO-001368,ITM-00425,SPL-0007,449,127.33,102.9,CNY,Delivered,9,Yes,Net 30,7/6/2021
PO-001369,ITM-00731,SPL-0095,243,288.61,242.35,CNY,Delivered,0,Yes,Net 45,7/6/2021
PO-001370,ITM-00839,SPL-0084,391,354.06,331.32,INR,Cancelled,2,Yes,Net 30,7/6/2021
PO-001371,ITM-00271,SPL-0100,852,483.95,438.5,CNY,Delivered,5,Yes,Net 60,7/7/2021
PO-001371,ITM-00271,SPL-0100,852,483.95,438.5,CNY,Delivered,5,Yes,Net 60,7/7/2021
PO-001372,ITM-00724,SPL-0095,130,48.73,44.68,USD,Delivered,9,Yes,Net 30,7/7/2021
PO-001372,ITM-00724,SPL-0095,130,48.73,44.68,USD,Delivered,9,Yes,Net 30,7/8/2021
PO-001373,ITM-00856,SPL-0050,32,16.75,14.47,USD,Pending,1,Yes,Net 30,7/8/2021
PO-001374,ITM-00392,SPL-0041,974,351.95,282.08,CNY,Delivered,9,No,Net 60,7/8/2021
PO-001375,ITM-00626,SPL-0095,774,115.91,99.46,EUR,Pending,6,Yes,Net 45,7/9/2021
PO-001376,ITM-00464,SPL-0027,17,60.17,54.38,USD,Cancelled,5,Yes,Net 60,7/9/2021
PO-001376,ITM-00464,SPL-0027,17,60.17,54.38,USD,Cancelled,5,Yes,Net 60,7/9/2021
PO-001377,ITM-00357,SPL-0063,873,290.38,285.68,CNY,Cancelled,8,Yes,Net 45,7/10/2021
PO-001378,ITM-00346,SPL-0021,812,92.15,86.92,CNY,Pending,5,Yes,Net 60,7/10/2021
PO-001379,ITM-00622,SPL-0026,815,160.6,132.61,USD,Delivered,1,No,Net 45,7/10/2021
PO-001380,ITM-00805,SPL-0082,356,445.69,425.94,EUR,Pending,6,Yes,Net 30,7/11/2021
PO-001381,ITM-00302,SPL-0021,286,153.14,132.15,EUR,Pending,0,Yes,Net 60,7/11/2021
PO-001382,ITM-00084,SPL-0072,605,48.61,39.05,INR,Delivered,2,Yes,Net 45,7/11/2021
PO-001383,ITM-00590,SPL-0044,890,440.13,384.74,EUR,Cancelled,2,No,Net 60,7/12/2021
PO-001384,ITM-00246,SPL-0041,920,262.63,259.96,INR,Cancelled,1,Yes,Net 45,7/12/2021
PO-001385,ITM-00853,SPL-0059,901,496.75,458.83,USD,Pending,0,Yes,Net 60,7/12/2021
PO-001386,ITM-00231,SPL-0016,59,274.16,265.14,INR,Delivered,6,Yes,Net 60,7/13/2021
PO-001387,ITM-00674,SPL-0023,847,496.32,410.52,EUR,Pending,0,Yes,Net 60,7/13/2021
PO-001388,ITM-00674,SPL-0037,11,110.2,104.49,INR,Cancelled,9,Yes,Net 60,7/13/2021
PO-001389,ITM-00773,SPL-0092,855,343.23,331.95,MXN,Cancelled,6,Yes,Net 45,7/14/2021
PO-001390,ITM-00830,SPL-0061,383,52.22,44.23,USD,Cancelled,6,No,Net 30,7/14/2021
PO-001391,ITM-00122,SPL-0094,886,410.99,397.3,USD,Partially Delivered,9,Yes,Net 45,7/14/2021
PO-001392,ITM-00190,SPL-0015,238,26.22,22.12,USD,Delivered,9,Yes,Net 60,7/15/2021
PO-001392,ITM-00190,SPL-0015,238,26.22,22.12,USD,Delivered,9,Yes,Net 60,7/15/2021
PO-001393,ITM-00342,SPL-0069,647,8.99,7.26,INR,Pending,5,Yes,Net 30,7/15/2021
PO-001393,ITM-00342,SPL-0069,647,8.99,7.26,INR,Pending,5,Yes,Net 30,7/16/2021
PO-001394,ITM-00180,SPL-0063,37,289.87,283.32,EUR,Cancelled,0,Yes,Net 60,7/16/2021
PO-001395,ITM-00159,SPL-0058,875,118.93,100.6,INR,Pending,9,Yes,Net 30,7/16/2021
PO-001396,ITM-00259,SPL-0095,317,197.58,173.86,INR,Delivered,0,Yes,Net 60,7/17/2021
PO-001397,ITM-00723,SPL-0005,242,440.31,415.88,INR,Cancelled,0,No,Net 60,7/17/2021
PO-001398,ITM-00936,SPL-0090,575,110.52,95.8,MXN,Delivered,2,Yes,Net 45,7/17/2021
PO-001398,ITM-00936,SPL-0090,575,110.52,95.8,MXN,Delivered,2,Yes,Net 45,7/18/2021
PO-001399,ITM-00225,SPL-0032,334,9.68,8.58,USD,Delivered,1,No,Net 30,7/18/2021
PO-001400,ITM-00951,SPL-0033,176,139.02,125.68,CNY,Partially Delivered,4,Yes,Net 60,7/18/2021
PO-001401,ITM-00225,SPL-0043,770,44.21,38.43,MXN,Partially Delivered,3,Yes,Net 30,7/19/2021
PO-001402,ITM-00133,SPL-0082,146,302.21,287.35,INR,Cancelled,5,Yes,Net 45,7/19/2021
PO-001403,ITM-00967,SPL-0084,439,159.34,139.44,MXN,Pending,5,Yes,Net 60,7/19/2021
PO-001404,ITM-00827,SPL-0036,386,110.07,106.25,CNY,Partially Delivered,7,Yes,Net 60,7/20/2021
PO-001405,ITM-00219,SPL-0017,91,343.37,305.19,USD,Pending,2,Yes,Net 30,7/20/2021
PO-001406,ITM-00007,SPL-0058,431,438.19,373.66,MXN,Delivered,6,Yes,Net 45,7/20/2021
PO-001406,ITM-00007,SPL-0058,431,438.19,373.66,MXN,Delivered,6,Yes,Net 45,7/21/2021
PO-001407,ITM-00844,SPL-0098,170,51.65,49.06,CNY,Partially Delivered,5,Yes,Net 45,7/21/2021
PO-001407,ITM-00844,SPL-0098,170,51.65,49.06,CNY,Partially Delivered,5,Yes,Net 45,7/21/2021
PO-001408,ITM-00870,SPL-0054,951,180.72,148.08,INR,Cancelled,1,Yes,Net 30,7/22/2021
PO-001409,ITM-00586,SPL-0006,958,378.81,367.81,CNY,Partially Delivered,5,Yes,Net 60,7/22/2021
PO-001410,ITM-00175,SPL-0088,491,494.84,493.42,USD,Pending,0,Yes,Net 60,7/22/2021
PO-001411,ITM-00579,SPL-0012,160,94.76,81.89,INR,Cancelled,1,Yes,Net 45,7/23/2021
PO-001412,ITM-00358,SPL-0041,460,409.56,374.91,EUR,Partially Delivered,9,Yes,Net 60,7/23/2021
PO-001413,ITM-00197,SPL-0082,419,183.08,165.8,CNY,Pending,8,Yes,Net 30,7/23/2021
PO-001413,ITM-00197,SPL-0082,419,183.08,165.8,CNY,Pending,8,Yes,Net 30,7/24/2021
PO-001414,ITM-00481,SPL-0051,551,33.22,31.1,USD,Delivered,2,Yes,Net 45,7/24/2021
PO-001414,ITM-00481,SPL-0051,551,33.22,31.1,USD,Delivered,2,Yes,Net 45,7/24/2021
PO-001415,ITM-00895,SPL-0096,657,142.85,142.56,INR,Delivered,6,Yes,Net 30,7/25/2021
PO-001416,ITM-00482,SPL-0075,875,70.87,67.33,CNY,Delivered,6,No,Net 30,7/25/2021
PO-001417,ITM-00703,SPL-0061,912,296,292.41,USD,Cancelled,1,Yes,Net 60,7/25/2021
PO-001418,ITM-00575,SPL-0043,811,100.85,84.29,MXN,Pending,9,Yes,Net 45,7/26/2021
PO-001418,ITM-00575,SPL-0043,811,100.85,84.29,MXN,Pending,9,Yes,Net 45,7/26/2021
PO-001419,ITM-00713,SPL-0078,80,279.12,257.5,USD,Partially Delivered,2,Yes,Net 30,7/26/2021
PO-001420,ITM-00081,SPL-0013,641,345.93,318.75,USD,Pending,8,Yes,Net 45,7/27/2021
PO-001420,ITM-00081,SPL-0013,641,345.93,318.75,USD,Pending,8,Yes,Net 45,7/27/2021
PO-001421,ITM-00784,SPL-0028,162,58.77,49.91,USD,Pending,5,Yes,Net 30,7/27/2021
PO-001421,ITM-00784,SPL-0028,162,58.77,49.91,USD,Pending,5,Yes,Net 30,7/28/2021
PO-001422,ITM-00199,SPL-0049,182,404.41,370.05,EUR,Cancelled,4,Yes,Net 45,7/28/2021
PO-001423,ITM-00973,SPL-0046,296,86.29,70.36,USD,Partially Delivered,7,Yes,Net 45,7/28/2021
PO-001424,ITM-00502,SPL-0042,450,117.62,102.09,CNY,Partially Delivered,0,Yes,Net 60,7/29/2021
PO-001425,ITM-00630,SPL-0022,218,71.5,63.53,MXN,Partially Delivered,6,Yes,Net 60,7/29/2021
PO-001425,ITM-00630,SPL-0022,218,71.5,63.53,MXN,Partially Delivered,6,Yes,Net 60,7/29/2021
PO-001426,ITM-00354,SPL-0031,356,115.79,97.17,MXN,Pending,7,Yes,Net 45,7/30/2021
PO-001426,ITM-00354,SPL-0031,356,115.79,97.17,MXN,Pending,7,Yes,Net 45,7/30/2021
PO-001427,ITM-00467,SPL-0078,677,335.91,306.78,MXN,Partially Delivered,6,Yes,Net 45,7/30/2021
PO-001428,ITM-00774,SPL-0011,986,238.75,193.04,INR,Partially Delivered,4,Yes,Net 30,7/31/2021
PO-001429,ITM-00636,SPL-0002,968,150.07,130.31,MXN,Cancelled,5,Yes,Net 60,7/31/2021
PO-001430,ITM-00202,SPL-0086,217,61.75,60.55,CNY,Cancelled,4,Yes,Net 30,7/31/2021
PO-001431,ITM-00656,SPL-0093,655,465.93,394.72,MXN,Pending,0,Yes,Net 30,8/1/2021
PO-001432,ITM-00723,SPL-0014,118,464.42,430.77,EUR,Delivered,3,Yes,Net 45,8/1/2021
PO-001433,ITM-00739,SPL-0077,391,147.88,127.43,USD,Pending,8,Yes,Net 60,8/1/2021
PO-001433,ITM-00739,SPL-0077,391,147.88,127.43,USD,Pending,8,Yes,Net 60,8/2/2021
PO-001434,ITM-00964,SPL-0085,306,425.41,355.92,CNY,Delivered,5,Yes,Net 45,8/2/2021
PO-001434,ITM-00964,SPL-0085,306,425.41,355.92,CNY,Delivered,5,Yes,Net 45,8/2/2021
PO-001435,ITM-00725,SPL-0067,901,71.17,66.5,CNY,Delivered,1,Yes,Net 30,8/3/2021
PO-001435,ITM-00725,SPL-0067,901,71.17,66.5,CNY,Delivered,1,Yes,Net 30,8/3/2021
PO-001436,ITM-00734,SPL-0008,599,237.7,232.65,USD,Pending,9,Yes,Net 45,8/3/2021
PO-001437,ITM-00314,SPL-0038,563,81.78,81.44,INR,Partially Delivered,8,Yes,Net 30,8/4/2021
PO-001437,ITM-00314,SPL-0038,563,81.78,81.44,INR,Partially Delivered,8,Yes,Net 30,8/4/2021
PO-001438,ITM-00159,SPL-0042,88,395.86,327.34,USD,Delivered,2,Yes,Net 45,8/4/2021
PO-001438,ITM-00159,SPL-0042,88,395.86,327.34,USD,Delivered,2,Yes,Net 45,8/5/2021
PO-001439,ITM-00231,SPL-0062,644,184.76,151.32,INR,Partially Delivered,2,Yes,Net 60,8/5/2021
PO-001440,ITM-00165,SPL-0024,949,335.92,306.68,USD,Cancelled,5,Yes,Net 30,8/5/2021
PO-001441,ITM-00255,SPL-0080,692,494.6,487.74,INR,Cancelled,8,Yes,Net 60,8/6/2021
PO-001442,ITM-00521,SPL-0064,441,52.79,50.66,USD,Cancelled,5,Yes,Net 60,8/6/2021
PO-001443,ITM-00490,SPL-0086,387,404.39,397.59,INR,Cancelled,2,Yes,Net 30,8/6/2021
PO-001444,ITM-00640,SPL-0035,347,307.99,289.67,CNY,Delivered,5,Yes,Net 60,8/7/2021
PO-001445,ITM-00377,SPL-0081,898,135.77,113.12,INR,Cancelled,6,Yes,Net 45,8/7/2021
PO-001446,ITM-00500,SPL-0062,17,267.7,214.83,USD,Partially Delivered,9,Yes,Net 45,8/7/2021
PO-001447,ITM-00084,SPL-0090,402,495.91,481,INR,Partially Delivered,3,Yes,Net 60,8/8/2021
PO-001448,ITM-00570,SPL-0061,625,301.91,299.07,USD,Partially Delivered,9,Yes,Net 60,8/8/2021
PO-001449,ITM-00521,SPL-0081,268,112.04,109.36,MXN,Cancelled,1,Yes,Net 30,8/8/2021
PO-001450,ITM-00506,SPL-0010,207,372.59,359.98,MXN,Pending,2,Yes,Net 30,8/9/2021
PO-001451,ITM-00778,SPL-0094,274,52.23,44.78,INR,Pending,0,Yes,Net 45,8/9/2021
PO-001452,ITM-00550,SPL-0075,924,456.87,422.83,EUR,Pending,2,Yes,Net 45,8/9/2021
PO-001452,ITM-00550,SPL-0075,924,456.87,422.83,EUR,Pending,2,Yes,Net 45,8/10/2021
PO-001453,ITM-00899,SPL-0064,466,310.81,285.72,USD,Delivered,9,No,Net 30,8/10/2021
PO-001454,ITM-00719,SPL-0063,853,56.62,56.17,CNY,Partially Delivered,3,Yes,Net 45,8/10/2021
PO-001455,ITM-00253,SPL-0036,384,322.99,312.49,INR,Partially Delivered,0,Yes,Net 60,8/11/2021
PO-001456,ITM-00653,SPL-0013,193,129.44,116.83,INR,Delivered,8,Yes,Net 45,8/11/2021
PO-001457,ITM-00609,SPL-0065,205,398.13,342.66,EUR,Partially Delivered,7,Yes,Net 45,8/11/2021
PO-001457,ITM-00609,SPL-0065,205,398.13,342.66,EUR,Partially Delivered,7,Yes,Net 45,8/12/2021
PO-001458,ITM-00700,SPL-0017,801,331.68,275.13,CNY,Cancelled,0,Yes,Net 60,8/12/2021
PO-001459,ITM-00669,SPL-0040,722,470.39,464.29,USD,Pending,3,Yes,Net 30,8/12/2021
PO-001460,ITM-00379,SPL-0027,728,97.86,82.69,EUR,Delivered,0,No,Net 45,8/13/2021
PO-001461,ITM-00852,SPL-0076,935,153.1,122.77,INR,Pending,4,Yes,Net 30,8/13/2021
PO-001462,ITM-00182,SPL-0057,339,247.58,244.91,INR,Delivered,8,No,Net 60,8/13/2021
PO-001463,ITM-00963,SPL-0048,91,93.79,80.92,INR,Pending,6,Yes,Net 60,8/14/2021
PO-001464,ITM-00886,SPL-0046,963,167.04,138.61,MXN,Delivered,7,No,Net 45,8/14/2021
PO-001465,ITM-00869,SPL-0092,902,493.66,465.78,MXN,Partially Delivered,0,No,Net 30,8/14/2021
PO-001466,ITM-00627,SPL-0021,362,209.12,188.84,USD,Cancelled,4,Yes,Net 60,8/15/2021
PO-001467,ITM-00519,SPL-0044,696,340.43,330.04,CNY,Partially Delivered,7,Yes,Net 60,8/15/2021
PO-001468,ITM-00346,SPL-0082,680,445.27,383.48,MXN,Delivered,2,Yes,Net 30,8/15/2021
PO-001469,ITM-00099,SPL-0010,882,213.17,177.86,MXN,Delivered,4,Yes,Net 60,8/16/2021
PO-001470,ITM-00593,SPL-0054,740,458.84,377.8,EUR,Partially Delivered,1,Yes,Net 30,8/16/2021
PO-001471,ITM-00739,SPL-0062,325,357.08,306.42,CNY,Cancelled,4,Yes,Net 60,8/16/2021
PO-001472,ITM-00751,SPL-0025,292,479.54,465.53,MXN,Partially Delivered,8,No,Net 30,8/17/2021
PO-001473,ITM-00907,SPL-0024,783,404.69,374.43,CNY,Delivered,7,Yes,Net 30,8/17/2021
PO-001474,ITM-00875,SPL-0099,201,358.84,311.16,CNY,Delivered,0,Yes,Net 30,8/17/2021
PO-001475,ITM-00905,SPL-0049,593,465.06,431.17,USD,Partially Delivered,7,No,Net 30,8/18/2021
PO-001476,ITM-00182,SPL-0032,231,277.93,254.17,MXN,Partially Delivered,8,Yes,Net 60,8/18/2021
PO-001477,ITM-00118,SPL-0008,654,305.88,262.16,CNY,Partially Delivered,0,Yes,Net 30,8/18/2021
PO-001478,ITM-00813,SPL-0024,772,10.46,8.53,CNY,Partially Delivered,4,Yes,Net 45,8/19/2021
PO-001479,ITM-00451,SPL-0077,227,391.97,371.92,EUR,Partially Delivered,8,Yes,Net 60,8/19/2021
PO-001480,ITM-00252,SPL-0029,939,57.71,52.66,INR,Pending,1,Yes,Net 30,8/19/2021
PO-001481,ITM-00942,SPL-0030,653,210.62,205.27,EUR,Pending,9,Yes,Net 60,8/20/2021
PO-001482,ITM-00455,SPL-0064,861,370.82,314.79,INR,Delivered,6,Yes,Net 60,8/20/2021
PO-001483,ITM-00692,SPL-0081,963,361.73,336.15,CNY,Pending,6,Yes,Net 45,8/20/2021
PO-001484,ITM-00881,SPL-0070,42,131.78,131.74,USD,Pending,7,Yes,Net 45,8/21/2021
PO-001484,ITM-00881,SPL-0070,42,131.78,131.74,USD,Pending,7,Yes,Net 45,8/21/2021
PO-001485,ITM-00997,SPL-0077,591,448.44,394.39,INR,Pending,3,Yes,Net 45,8/21/2021
PO-001486,ITM-00454,SPL-0073,745,172.69,169.04,EUR,Pending,2,Yes,Net 45,8/22/2021
PO-001486,ITM-00454,SPL-0073,745,172.69,169.04,EUR,Pending,2,Yes,Net 45,8/22/2021
PO-001487,ITM-00264,SPL-0049,418,255.71,243.06,INR,Pending,7,Yes,Net 30,8/22/2021
PO-001488,ITM-00395,SPL-0006,988,400.9,339.87,INR,Delivered,6,Yes,Net 60,8/23/2021
PO-001488,ITM-00395,SPL-0006,988,400.9,339.87,INR,Delivered,6,Yes,Net 60,8/23/2021
PO-001489,ITM-00104,SPL-0064,136,292.52,247.16,MXN,Cancelled,8,Yes,Net 30,8/23/2021
PO-001490,ITM-00338,SPL-0100,361,377.66,359.12,CNY,Cancelled,3,Yes,Net 30,8/24/2021
PO-001490,ITM-00338,SPL-0100,361,377.66,359.12,CNY,Cancelled,3,Yes,Net 30,8/24/2021
PO-001491,ITM-00994,SPL-0014,879,150.19,129.06,MXN,Cancelled,1,Yes,Net 30,8/24/2021
PO-001492,ITM-00918,SPL-0016,21,84.84,72.68,EUR,Pending,5,Yes,Net 45,8/25/2021
PO-001492,ITM-00918,SPL-0016,21,84.84,72.68,EUR,Pending,5,Yes,Net 45,8/25/2021
PO-001493,ITM-00485,SPL-0057,195,210.39,181.78,USD,Partially Delivered,9,No,Net 30,8/25/2021
PO-001494,ITM-00332,SPL-0016,577,337.91,271.17,INR,Cancelled,4,Yes,Net 45,8/26/2021
PO-001495,ITM-00880,SPL-0073,566,214.96,203.27,CNY,Pending,4,Yes,Net 60,8/26/2021
PO-001496,ITM-00492,SPL-0012,200,213.68,175.28,EUR,Cancelled,8,No,Net 60,8/26/2021
PO-001497,ITM-00138,SPL-0027,580,212.62,173.27,INR,Delivered,9,No,Net 30,8/27/2021
